2026-05-24 14:56:31,421 INFO     aci_pipeline.cli: ACI Pipeline v0.1.0 · run_id=1779634591 · output=results/gh-pages
2026-05-24 14:56:31,428 INFO     aci_pipeline.cli: URLs carregades (36): ['https://www.seg-social.es/wps/portal/wss/internet/Inicio', 'https://sede.agenciatributaria.gob.es/', 'https://www.educacionfpydeportes.gob.es/portada.html', 'https://www.sanidad.gob.es/', 'https://web.ub.edu/', 'https://www.uab.cat/', 'https://www.uv.es/', 'https://www.upc.edu/ca', 'https://www.ucm.es/', 'https://www.upf.edu/', 'https://www.uoc.edu/ca', 'https://www.url.edu/ca', 'https://www.unav.edu/', 'https://web.gencat.cat/ca/ciutadania/inici', 'https://educacio.gencat.cat/ca/inici', 'https://catsalut.gencat.cat/ca/inici/', 'https://www.meteo.cat/', 'https://serveiocupacio.gencat.cat/ca/inici', 'https://www.diba.cat/ca/inici', 'https://www.tnc.cat/ca', 'https://www.museunacional.cat/ca', 'https://sagradafamilia.org/', 'https://www.liceubarcelona.cat/ca', 'https://www.palaumusica.cat/ca/', 'https://www.3cat.cat/3cat/', 'https://www.rtve.es/', 'https://www.ara.cat/', 'https://www.rac1.cat/', 'https://terrassadigital.cat/', 'https://www.lavanguardia.com/', 'https://www.compraonline.bonpreuesclat.cat/', 'https://www.capraboacasa.com/ca/', 'https://es.wallapop.com/', 'https://www.promofarma.com/', 'https://www.fcbarcelona.cat/ca/', 'https://www.rcdespanyol.com/']
2026-05-24 14:56:31,428 INFO     aci_pipeline.cli: ── Pipeline: https://www.seg-social.es/wps/portal/wss/internet/Inicio [perfil=wcag_strict] ──
2026-05-24 14:56:38,696 INFO     aci_pipeline.m1: M1 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional (mode=playwright)
2026-05-24 14:56:38,758 INFO     aci_pipeline.m2: M2 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional → results/gh-pages/processed/structure/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779634591.json
2026-05-24 14:56:38,760 INFO     aci_pipeline.m3: M3 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional
2026-05-24 14:56:38,761 WARNING  aci_pipeline.m4: textstat no disponible; mètriques textuals omeses.
2026-05-24 14:56:38,761 INFO     aci_pipeline.m4: M4 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional
2026-05-24 14:56:39,064 ERROR    aci_pipeline.m5: Error cridant Claude per element img_74: Client.__init__() got an unexpected keyword argument 'proxies'
2026-05-24 14:56:39,065 ERROR    aci_pipeline.m5: Error cridant Claude per element img_87: Client.__init__() got an unexpected keyword argument 'proxies'
2026-05-24 14:56:39,065 INFO     aci_pipeline.m5: M5: processats 2 elements visuals
2026-05-24 14:56:39,065 INFO     aci_pipeline.cli: M5-IA: 2 element(s) processats
2026-05-24 14:56:39,065 INFO     aci_pipeline.m6: M6 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional (profil=wcag_strict, ACI=3.49)
2026-05-24 14:56:39,066 INFO     aci_pipeline.m7: M7 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional: 15 intervencions prioritzades
2026-05-24 14:56:39,179 INFO     aci_pipeline.m8: Informe HTML desat a: results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779634591_wcag_strict.html
2026-05-24 14:56:39,179 INFO     aci_pipeline.m8: M8 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional -> results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779634591_wcag_strict.html
2026-05-24 14:56:39,179 INFO     aci_pipeline.cli: ACI=3.494/5.0 [wcag_strict] → results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779634591_wcag_strict.html
2026-05-24 14:56:39,179 INFO     aci_pipeline.cli: ── Pipeline: https://www.seg-social.es/wps/portal/wss/internet/Inicio [perfil=readability_first] ──
2026-05-24 14:56:39,180 INFO     aci_pipeline.m6: M6 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional (profil=readability_first, ACI=3.44)
2026-05-24 14:56:39,180 INFO     aci_pipeline.m7: M7 completat per https://www.seg-social.es/wps/portal/wss/internet/Inicio; Institucional: 15 intervencions prioritzades
2026-05-24 14:56:39,207 INFO     aci_pipeline.m8: Informe HTML desat a: results/gh-pages/reports/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional/www_seg-social_es_wps_portal_wss_internet_Inicio_Institucional_1779634591_readability_first.html
